,name,distance,mass,luminocity,discovery_date,planet_type,orbital_radius,planet_hoststar_name,planet_letter,planet_name,planet_discovery_method,planet_existance_in_question,num_of_planets_in_system,planet_orbital_period,planet_orbital_period_error1,planet_orbital_period_error2,planet_minimum_orbital_period,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,planet_maximum_limit_orbtial_period,planet_eccentricity,planet_eccentricity_error1,planet_eccentricity_error2,planet_eccentricity_limit,planet_orbital_inclination,planet_orbital_inclination_error1,planet_orbital_inclination_error2,planet_min_orbital_inclination,mass_in_kg,mass_in_unit_error1,mass_in_unit_error2,minimum_mass_in_unit,mass_unit,planet_radius_in_unit,planet_radius_in_unit_error1,planet_radius_in_unit_error2,minimum_planet_radius_in_unit,planet_density,planet_density_error1,planet_density_error2,minimum_planet_density,planet_orbital_inclination_compared_to_others,kepler_telescope_data,k2_telescope_data,num_of_notes,right_ascension_east_n_west_base60,right_ascension_east_n_west_base10,right_ascension_north_n_south_base60,right_ascension_north_n_south_base10,steller_distance,steller_distance_error1,steller_distance_error2,minimum_steller_distance,dist_from_gaia_paralax,dist_from_gaia_paralax_error1,dist_from_gaia_paralax_error2,minimum_dist_from_gaia_paralax,steller_magnitude,steller_magnitude_error,minimum_steller_magnitude,steller_optical_magnitude_band,photometric_visibility,photometric_visibility_error,photometric_visibility_magnitude,temperature_of_hoststar,temperature_of_hoststar_error1,temperature_of_hoststar_error2,minimum_temperature_of_hoststar,mass_of_hoststar,mass_of_hoststar_error1,mass_of_hoststar_error2,minimum_mass_of_hoststar,mass_of_hoststar.1,radius_of_hoststar_error1,radius_of_hoststar_error2,minimum_radius_of_hoststar,date_of_last_update,observer,gravity,suitable_type,goldilock,suitable_speed
39,81 Ceti b,331.0,16844.90414 Earths,5.65,2008,Gas Giant,2.5 AU,8 UMi,b,8 umi b,Radial Velocity,0,1,93.4,4.5,-4.5,0.0,0.49,0.02,-0.02,0.0,0.06,0.09,-0.09,0.0,,,,,1.31,0.16,-0.16,0.0,Msini,,,,,,,,,0,0,0,0,14h56m48.35s,224.201477,+74d54m03.3s,74.900925,163.32,0.65,-0.65,0.0,163.32,0.65,-0.65,0.0,6.83,,0.0,V (Johnson),6.559,,0.0,4847.0,7.0,-7.0,0.0,1.44,0.19,-0.19,0.0,10.3,0.57,-0.57,0.0,2018-09-06,Bohyunsan Optical Astronomical Observatory,-1.0,False,False,False
40,8 Ursae Minoris b,533.0,41635.517779999995 Earths,6.83,2015,Gas Giant,0.49 AU,81 Cet,b,81 cet b,Radial Velocity,0,1,952.7,8.8,-8.8,0.0,2.5,,,0.0,0.206,0.029,-0.029,0.0,,,,,5.3,,,0.0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,101.53,1.22,-1.22,0.0,101.53,1.22,-1.22,0.0,5.65,,0.0,V (Johnson),5.349,,0.0,4785.0,25.0,-25.0,0.0,2.4,0.1,-0.4,0.0,11.0,2.0,-1.0,0.0,2014-05-14,Okayama Astrophysical Observatory,-1.0,False,True,False
41,91 Aquarii b,144.0,10170.50816 Earths,4.25,2013,Gas Giant,0.7 AU,91 Aqr,b,91 aqr b,Radial Velocity,0,1,181.4,0.1,-0.1,0.0,0.7,,,0.0,0.027,0.026,-0.026,0.0,,,,,3.2,,,0.0,Msini,,,,,,,,,0,0,0,0,23h15m53.50s,348.9729,-09d05m15.9s,-9.087737,44.08,0.51,-0.51,0.0,44.08,0.51,-0.51,0.0,4.25,,0.0,V (Johnson),3.863,,0.0,4665.0,18.0,-18.0,0.0,1.4,0.1,-0.1,0.0,11.0,0.1,-0.1,0.0,2014-05-14,Lick Observatory,-1.0,False,True,False
42,AB Pictoris b,163.0,42906.8313 Earths,9.128,2005,Gas Giant,260.0 AU,AB Pic,b,ab pic b,Imaging,0,1,,,,,260.0,,,0.0,,,,,,,,,13.5,0.5,-0.5,0.0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,50.12,0.07,-0.07,0.0,50.12,0.07,-0.07,0.0,9.128,0.019,0.0,V (Johnson),8.838,,0.0,,,,,,,,,,,,,2014-05-14,Paranal Observatory,-1.0,False,False,False
43,Alpha Arietis b,66.0,5720.91084 Earths,2.0,2010,Gas Giant,1.2 AU,alf Ari,b,alf ari b,Radial Velocity,0,1,380.8,0.3,-0.3,0.0,1.2,,,0.0,0.25,0.03,-0.03,0.0,,,,,1.8,0.2,-0.2,0.0,Msini,,,,,,,,,0,0,0,0,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.4,-0.41,0.0,,,,,2.0,,0.0,V (Johnson),,,,4553.0,15.0,,0.0,1.5,0.2,,0.0,13.9,0.3,,0.0,2019-01-31,Bohyunsan Optical Astronomical Observatory,-1.0,False,True,False
44,Alpha Tauri b,67.0,205634.96185999998 Earths,0.85,2015,Gas Giant,1.46 AU,alf Tau,b,alf tau b,Radial Velocity,0,1,628.96,0.9,-0.9,0.0,1.46,0.27,-0.27,0.0,0.1,0.05,-0.05,0.0,,,,,6.47,0.53,-0.53,0.0,Msini,,,,,,,,,0,0,0,0,04h35m55.24s,68.980164,+16d30m33.5s,16.509302,20.43,0.32,-0.32,0.0,,,,,0.85,,0.0,V (Johnson),,,,4055.0,70.0,-70.0,0.0,1.13,0.11,-0.11,0.0,45.1,0.1,-0.1,0.0,2015-06-04,Multiple Observatories,-1.0,False,True,False
45,AU Microscopii b,32.0,5720.91084 Earths,8.81,2020,Gas Giant,0.066 AU,AU Mic,b,au mic b,Transit,0,1,8.46321,4e-05,-4e-05,0.0,0.066,0.007,-0.006,0.0,0.1,0.17,-0.09,0.0,,,,0.0,0.18,,,1.0,Msini,0.375,0.018,-0.018,0.0,4.4,,,1.0,0,0,0,0,20h45m09.53s,311.289703,-31d20m27.2s,-31.340899,9.79,0.04,-0.04,0.0,9.72,0.0,0.0,0.0,8.81,,0.0,V (Johnson),7.84,,0.0,3700.0,100.0,-100.0,0.0,0.5,0.03,-0.03,0.0,0.75,0.03,-0.03,0.0,2020-06-24,Transiting Exoplanet Survey Satellite (TESS),11082117.78936163,False,False,False
46,BD+03 2562 b,8540.0,20341.01632 Earths,9.58,2017,Gas Giant,1.3 AU,BD+03 2562,b,bd+03 2562 b,Radial Velocity,0,1,481.9,2.7,-2.8,0.0,1.3,0.1,-0.1,0.0,0.2,0.12,-0.08,0.0,,,,,6.4,1.3,-1.3,0.0,Msini,,,,,,,,,0,0,0,0,11h50m15.55s,177.564804,+02d45m36.5s,2.760142,2618.0,564.0,-564.0,0.0,1106.93,66.8,-66.8,0.0,9.58,0.01,0.0,V (Johnson),8.998,,0.0,4095.0,20.0,-20.0,0.0,1.14,0.25,-0.25,0.0,32.35,8.82,-8.82,0.0,2017-06-15,Multiple Observatories,-1.0,False,True,False
47,BD-06 1339 b,66.0,85 Earths,9.7,2013,Neptune-like,0.0428 AU,BD+14 4559,b,bd+14 4559 b,Radial Velocity,0,1,268.94,0.99,-0.99,0.0,0.78,0.05,-0.05,0.0,0.29,0.03,-0.03,0.0,,,,,1.04,0.47,-0.47,0.0,Msini,,,,,,,,,0,0,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,49.42,0.08,-0.08,0.0,49.42,0.08,-0.08,0.0,9.63,0.012,0.0,V (Johnson),9.351,,0.0,4864.0,101.0,-101.0,0.0,0.49,0.33,-0.33,0.0,0.86,0.04,-0.04,0.0,2018-09-06,McDonald Observatory,-1.0,False,False,True
48,BD-06 1339 c,66.0,5403.08246 Earths,9.7,2013,Gas Giant,0.435 AU,BD+15 2375,b,bd+15 2375 b,Radial Velocity,0,1,153.22,0.44,-0.44,0.0,0.576,0.027,-0.027,0.0,0.001,0.25,-0.001,0.0,,,,,1.061,0.27,-0.27,0.0,Msini,,,,,,,,,0,0,0,0,11h45m55.72s,176.482174,+14d36m59.0s,14.616381,774.0,165.0,-165.0,0.0,785.38,45.98,-45.98,0.0,10.31,0.023,0.0,V (Johnson),9.992,,0.0,4649.0,30.0,-30.0,0.0,1.08,0.14,-0.14,0.0,8.95,1.45,-1.45,0.0,2016-02-04,Roque de los Muchachos Observatory,-1.0,False,True,False
49,BD-08 2823 b,135.0,127132 Earths,9.88,2009,Neptune-like,0.06 AU,BD+15 2940,b,bd+15 2940 b,Radial Velocity,0,1,137.48,0.34,-0.34,0.0,0.539,,,0.0,0.26,0.1,-0.1,0.0,,,,,1.11,,,0.0,Msini,,,,,,,,,0,0,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.54693,431.61,6.55,-6.55,0.0,431.61,6.55,-6.55,0.0,9.046,0.021,0.0,V (Johnson),8.718,,0.0,4796.0,117.0,-117.0,0.0,1.1,0.2,-0.2,0.0,14.7,2.8,-2.8,0.0,2014-05-14,McDonald Observatory,-1.0,False,False,True
50,BD-08 2823 c,135.0,10488.33654 Earths,9.88,2009,Gas Giant,0.68 AU,BD+20 2457,b,bd+20 2457 b,Radial Velocity,0,2,379.63,2.0,-2.0,0.0,1.05,0.07,-0.07,0.0,0.15,0.03,-0.03,0.0,,,,,55.59,78.55,-78.55,0.0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0.0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2018-09-06,McDonald Observatory,-1.0,False,True,False
51,BD-10 3166 b,276.0,18751.87442 Earths,10.08,2000,Gas Giant,0.04 AU,BD+20 2457,c,bd+20 2457 c,Radial Velocity,0,2,621.99,10.2,-10.2,0.0,2.01,,,0.0,0.18,0.06,-0.06,0.0,,,,,12.47,,,0.0,Msini,,,,,,,,,0,0,0,0,10h16m44.86s,154.18691,+19d53m29.1s,19.891409,1670.85,222.63,-222.63,0.0,1670.85,222.63,-222.63,0.0,9.75,,0.0,V (Johnson),9.227,,0.0,4259.0,64.0,-64.0,0.0,10.83,22.96,-22.96,0.0,71.02,73.63,-73.63,0.0,2014-05-14,McDonald Observatory,-1.0,False,False,True
52,BD-11 4672 b,89.0,20658.844699999998 Earths,9.99,2014,Gas Giant,2.36 AU,BD+20 274,b,bd+20 274 b,Radial Velocity,0,1,578.2,5.4,-5.4,0.0,1.3,,,0.0,0.21,0.06,-0.06,0.0,,,,,4.2,,,0.0,Msini,,,,,,,,,0,0,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,1383.85,86.64,-86.64,0.0,1383.85,86.64,-86.64,0.0,9.36,,0.0,V (Johnson),8.916,,0.0,4296.0,10.0,-10.0,0.0,0.8,0.2,-0.2,0.0,17.3,0.9,-0.9,0.0,2015-09-18,McDonald Observatory,-1.0,False,False,False
53,BD-11 4672 c,89.0,1537 Earths,9.99,2020,Neptune-like,0.3 AU,BD+20 594,b,bd+20 594 b,Transit,0,1,41.6855,0.003,-0.003,0.0,,,,,0.0,,,0.0,89.55,0.16,-0.16,0.0,0.07,0.03,-0.03,0.0,Mass,0.23,0.01,-0.01,0.0,,,,,0,0,1,1,03h34m36.23s,53.650967,+20d35m57.2s,20.599232,180.39,1.25,-1.25,0.0,180.39,1.25,-1.25,0.0,11.038,0.047,0.0,V (Johnson),10.864,,0.0,5766.0,99.0,-99.0,0.0,1.67,0.4,-0.4,0.0,1.08,0.06,-0.06,0.0,2018-04-26,K2,7914770.26349292,False,False,False
54,BD-13 2130 b,3095.0,310836.15563999995 Earths,9.45,2007,Gas Giant,1.66 AU,BD+48 738,b,bd+48 738 b,Radial Velocity,0,1,392.6,5.5,-5.5,0.0,1.0,,,0.0,0.2,0.1,-0.1,0.0,,,,,0.91,,,0.0,Msini,,,,,,,,,0,0,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.58696,892.17,44.78,-44.78,0.0,892.17,44.78,-44.78,0.0,9.14,,0.0,V (Johnson),8.656,,0.0,4414.0,15.0,-15.0,0.0,0.74,0.39,-0.39,0.0,11.0,1.0,-1.0,0.0,2015-08-13,McDonald Observatory,-1.0,False,True,False
55,BD+14 4559 b,161.0,33054.15152 Earths,9.63,2009,Gas Giant,0.78 AU,BD+48 740,b,bd+48 740 b,Radial Velocity,0,1,733.0,5.0,-8.0,0.0,1.7,0.1,-0.1,0.0,0.76,0.05,-0.09,0.0,,,,,1.7,0.7,-0.7,0.0,Msini,,,,,,,,,0,0,0,0,02h42m58.22s,40.742569,+48d55m48.2s,48.930061,678.94,22.15,-22.15,0.0,678.94,22.15,-22.15,0.0,8.699,0.015,0.0,V (Johnson),8.264,,0.0,4534.0,8.0,-8.0,0.0,1.09,0.16,-0.16,0.0,10.33,1.81,-1.81,0.0,2018-02-01,Multiple Observatories,-1.0,False,True,False
56,BD+15 2375 b,2525.0,337215.91118 Earths,10.31,2016,Gas Giant,0.576 AU,BD+49 828,b,bd+49 828 b,Radial Velocity,0,1,2590.0,300.0,-180.0,0.0,4.2,0.32,-0.2,0.0,0.35,0.24,-0.1,0.0,,,,,1.6,0.4,-0.2,0.0,Msini,,,,,,,,,0,0,0,0,03h02m33.73s,45.640529,+49d43m48.0s,49.730011,447.59,7.79,-7.79,0.0,447.59,7.79,-7.79,0.0,9.38,0.02,0.0,V (Johnson),9.029,,0.0,4943.0,30.0,-30.0,0.0,1.52,0.22,-0.22,0.0,7.6,1.3,-1.3,0.0,2015-02-05,McDonald Observatory,-1.0,False,True,True
57,BD+15 2940 b,1408.0,35278.95018 Earths,9.046,2013,Gas Giant,0.539 AU,BD-06 1339,b,bd-06 1339 b,Radial Velocity,0,2,3.8728,0.0004,-0.0004,0.0,0.0428,0.0007,-0.0007,0.0,0.0,,,0.0,,,,,0.027,0.004,-0.004,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0.0,20.28,0.02,-0.02,0.0,9.7,0.009,0.0,V (Johnson),9.107,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,La Silla Observatory,-1.0,False,True,False
58,BD-17 63 b,113.0,16209.247379999999 Earths,9.566,2008,Gas Giant,1.34 AU,BD-06 1339,c,bd-06 1339 c,Radial Velocity,0,2,125.94,0.44,-0.44,0.0,0.435,0.007,-0.007,0.0,0.31,0.11,-0.11,0.0,,,,,0.17,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.28,0.02,-0.02,0.0,20.28,0.02,-0.02,0.0,9.7,0.009,0.0,V (Johnson),9.107,,0.0,4324.0,100.0,-100.0,0.0,0.7,,,0.0,,,,,2014-05-14,La Silla Observatory,-1.0,False,True,False
59,BD+20 2457 b,5450.0,1766807.9644199999 Earths,9.75,2009,Gas Giant,1.05 AU,BD-08 2823,b,bd-08 2823 b,Radial Velocity,0,2,5.6,0.02,-0.02,0.0,0.06,0.0,0.0,0.0,0.15,0.15,-0.15,0.0,,,,,0.04,0.01,-0.01,0.0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0.0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2018-09-06,La Silla Observatory,-1.0,False,True,False
60,BD+20 2457 c,5450.0,396331.98986 Earths,9.75,2009,Gas Giant,2.01 AU,BD-08 2823,c,bd-08 2823 c,Radial Velocity,0,2,237.6,1.5,-1.5,0.0,0.68,0.02,-0.02,0.0,0.19,0.09,-0.09,0.0,,,,,0.33,0.03,-0.03,0.0,Msini,,,,,,,,,0,0,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.51668,41.38,0.07,-0.07,0.0,41.38,0.07,-0.07,0.0,9.88,0.043,0.0,V (Johnson),9.503,,0.0,4816.0,114.0,-114.0,0.0,0.5,0.26,-0.26,0.0,0.71,0.04,-0.04,0.0,2014-05-14,La Silla Observatory,-1.0,False,False,False
61,BD+20 274 b,4514.0,13348.791959999999 Earths,9.36,2012,Gas Giant,1.3 AU,BD-10 3166,b,bd-10 3166 b,Radial Velocity,0,1,3.48777,0.00011,-0.00011,0.0,0.04,0.0,0.0,0.0,0.02,0.02,-0.02,0.0,,,,,0.59,0.07,-0.07,0.0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,84.61,0.35,-0.35,0.0,84.61,0.35,-0.35,0.0,10.08,,0.0,V (Johnson),9.84,,0.0,5393.0,44.0,-44.0,0.0,1.47,0.24,-0.24,0.0,0.91,0.04,-0.04,0.0,2018-09-06,W. M. Keck Observatory,-1.0,False,True,False
62,BD+20 594 b,588.0,222481 Earths,11.038,2016,Neptune-like,0.241 AU,BD-11 4672,b,bd-11 4672 b,Radial Velocity,0,2,1634.0,13.0,-14.0,0.0,2.36,0.04,-0.04,0.0,0.05,0.05,-0.03,0.0,,,,0.0,0.65,0.05,-0.06,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0.0,27.19,0.03,-0.03,0.0,9.99,,0.0,V (Johnson),9.485,,0.0,4550.0,110.0,-110.0,0.0,0.65,0.03,-0.03,0.0,0.64,0.02,-0.02,0.0,2020-07-23,La Silla Observatory,-1.0,False,False,True
63,BD+48 738 b,2910.0,28922.382579999998 Earths,9.14,2011,Gas Giant,1.0 AU,BD-11 4672,c,bd-11 4672 c,Radial Velocity,0,2,74.2,0.06,-0.08,0.0,0.3,0.01,-0.01,0.0,0.4,0.13,-0.15,0.0,,,,0.0,0.04836,0.00934,-0.00884,0.0,Msini,,,,0.0,,,,0.0,0,0,0,0,18h33m28.84s,278.370148,-11d38m09.7s,-11.636039,27.3,,,0.0,27.19,0.03,-0.03,0.0,9.99,,0.0,V (Johnson),9.485,,0.0,4550.0,110.0,-110.0,0.0,0.65,0.03,-0.03,0.0,0.64,0.02,-0.02,0.0,2020-07-23,Roque de los Muchachos Observatory,-1.0,False,True,False
64,BD+48 740 b,2215.0,5403.08246 Earths,8.699,2018,Gas Giant,1.7 AU,BD-13 2130,b,bd-13 2130 b,Radial Velocity,0,1,714.29999,5.3,-5.3,0.0,1.66,0.12,-0.12,0.0,0.21,0.07,-0.07,0.0,,,,,9.78,4.56,-4.56,0.0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,948.75,42.93,-42.93,0.0,948.75,42.93,-42.93,0.0,9.45,,0.0,V (Johnson),9.7,,0.0,4545.0,71.0,-71.0,0.0,2.12,1.47,-1.47,0.0,19.17,4.96,-4.96,0.0,2018-09-06,La Silla Observatory,-1.0,False,True,False
65,BD+49 828 b,1460.0,5085.25408 Earths,9.38,2015,Gas Giant,4.2 AU,BD-17 63,b,bd-17 63 b,Radial Velocity,0,1,655.6,0.6,-0.6,0.0,1.34,0.02,-0.02,0.0,0.54,0.005,-0.005,0.0,,,,,5.1,0.12,-0.12,0.0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,34.49,0.09,-0.09,0.0,34.49,0.09,-0.09,0.0,9.566,0.024,0.0,V (Johnson),9.201,,0.0,4714.0,93.0,-93.0,0.0,0.74,0.03,-0.03,0.0,0.69,,,0.0,2014-05-14,La Silla Observatory,-1.0,False,False,False
66,Beta Cancri b,295.0,24790.61364 Earths,3.53,2014,Gas Giant,1.7 AU,bet Cnc,b,bet cnc b,Radial Velocity,0,1,605.2,4.0,-4.0,0.0,1.7,0.1,-0.1,0.0,0.08,0.02,-0.02,0.0,,,,,7.8,0.8,-0.8,0.0,Msini,,,,,,,,,0,0,0,0,08h16m30.92s,124.128838,+09d11m08.0s,9.185545,90.54,5.38,-5.38,0.0,90.54,5.38,-5.38,0.0,3.53,,0.0,V (Johnson),2.927,,0.0,4092.1,17.5,-17.5,0.0,1.7,0.1,-0.1,0.0,47.2,1.3,-1.3,0.0,2014-05-14,Bohyunsan Optical Astronomical Observatory,-1.0,False,True,False
67,Beta Pictoris b,64.0,3496.1121799999996 Earths,3.85,2008,Gas Giant,9.1 AU,bet Pic,b,bet pic b,Imaging,0,2,7665.0,7300.0,-730.0,0.0,9.1,5.3,-0.5,0.0,0.08,0.32,-0.06,0.0,88.9,0.7,-0.7,0.0,,,,,,,,,,,,,,0,0,0,2,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0.0,19.75,0.13,-0.13,0.0,3.85,,0.0,V (Johnson),3.725,,0.0,,,,,1.76,0.18,-0.17,0.0,,,,,2015-08-13,Paranal Observatory,-1.0,False,False,False
68,Beta Pictoris c,64.0,2860.45542 Earths,3.85,2019,Gas Giant,2.7 AU,bet Pic,c,bet pic c,Radial Velocity,0,2,1200.0,,,0.0,2.7,,,0.0,0.24,,,0.0,90.0,,,0.0,9.0,,,0.0,Mass,,,,,,,,,0,0,0,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.75,0.13,-0.13,0.0,19.75,0.13,-0.13,0.0,3.85,,0.0,V (Johnson),3.725,,0.0,,,,,1.76,0.18,-0.17,0.0,,,,,2019-08-29,La Silla Observatory,-1.0,False,False,False
69,Beta Ursae Minoris b,127.0,19387.531179999998 Earths,2.08,2014,Gas Giant,1.4 AU,bet UMi,b,bet umi b,Radial Velocity,0,1,522.3,2.7,-2.7,0.0,1.4,0.1,-0.1,0.0,0.19,0.02,-0.02,0.0,,,,,6.1,1.0,-1.0,0.0,Msini,,,,,,,,,0,0,0,0,14h50m42.33s,222.676361,+74d09m19.8s,74.155502,38.78,0.77,-0.8,0.0,,,,,2.08,,0.0,V (Johnson),,,,4126.0,25.0,-25.0,0.0,1.4,0.2,-0.2,0.0,38.3,1.1,-1.1,0.0,2014-05-14,Bohyunsan Optical Astronomical Observatory,-1.0,False,True,False
70,CFBDSIR J145829+101343 b,75.0,33371.9799 Earths,,2011,Gas Giant,2.6 AU,CFBDSIR J145829+101343,b,cfbdsir j145829+101343 b,Imaging,0,1,10037.5,2737.5,-2737.5,0.0,2.6,0.3,-0.3,0.0,,,,,,,,,10.5,4.5,-4.5,0.0,Mass,,,,,,,,,0,0,0,1,14h58m29.00s,224.620833,+10d13m43.0s,10.228611,23.1,2.4,-2.4,0.0,,,,,,,,,,,,580.5,24.5,-24.5,0.0,0.02,0.01,-0.01,0.0,,,,,2014-05-14,W. M. Keck Observatory,-1.0,False,False,False
71,CHXR 73 b,623.0,3994784.9082199996 Earths,17.293,2006,Gas Giant,210.0 AU,CHXR 73,b,chxr 73 b,Imaging,0,1,,,,,210.0,,,0.0,,,,,,,,,12.569,8.379,-5.237,0.0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,191.05,6.42,-6.42,0.0,191.05,6.42,-6.42,0.0,,,,,17.293,,0.0,,,,,0.35,,,0.0,,,,,2014-05-14,Hubble Space Telescope,-1.0,False,False,False
72,CI Tauri b,515.0,36868.092079999995 Earths,12.939,2019,Gas Giant,Unknown,CI Tau,b,ci tau b,Radial Velocity,0,1,8.9891,0.0202,-0.0202,0.0,,,,,0.25,0.16,-0.16,0.0,50.5,6.3,-8.5,0.0,11.6,2.9,-2.7,0.0,Mass,,,,,,,,,0,0,0,0,04h33m52.01s,68.466728,+22d50m30.1s,22.841696,158.0,1.2,-1.2,0.0,158.71,1.19,-1.19,0.0,12.939,0.031,0.0,V (Johnson),12.145,,0.0,,,,,0.9,0.02,-0.02,0.0,,,,,2019-06-27,Multiple Observatories,-1.0,False,False,False
73,CoRoT-10 b,1125.0,87402.8045 Earths,15.22,2010,Gas Giant,0.1055 AU,CoRoT-1,b,corot-1 b,Transit,0,1,1.5089557,6.4e-06,-6.4e-06,0.0,,,,,0.0,,,0.0,85.1,0.5,-0.5,0.0,1.03,0.12,-0.12,0.0,Mass,1.49,0.08,-0.08,0.0,0.38,0.05,-0.05,0.0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,805.31,24.33,-24.33,0.0,805.31,24.33,-24.33,0.0,13.6,,0.0,V (Johnson),13.457,,0.0,5950.0,150.0,-150.0,0.0,0.95,0.15,-0.15,0.0,1.11,0.05,-0.05,0.0,2014-05-14,CoRoT,10724398.647845428,False,False,False
74,CoRoT-11 b,1827.0,74054.01254 Earths,12.939,2010,Gas Giant,0.0436 AU,CoRoT-10,b,corot-10 b,Transit,0,1,13.2406,0.0002,-0.0002,0.0,0.1055,0.0021,-0.0021,0.0,0.53,0.04,-0.04,0.0,88.55,0.2,-0.2,0.0,2.75,0.16,-0.16,0.0,Mass,0.97,0.07,-0.07,0.0,3.7,0.83,-0.83,0.0,0,0,0,0,19h24m15.29s,291.063708,+00d44m46.1s,0.746143,345.0,70.0,-70.0,0.0,341.65,4.03,-4.03,0.0,15.22,0.05,0.0,V (Johnson),14.665,,0.0,5075.0,75.0,-75.0,0.0,0.89,0.05,-0.05,0.0,0.79,0.05,-0.05,0.0,2014-05-14,CoRoT,21440022.891324632,False,False,True
75,CoRoT-12 b,3751.0,291448.62445999996 Earths,15.515,2010,Gas Giant,0.04016 AU,CoRoT-11,b,corot-11 b,Transit,0,1,2.99433,1.1e-05,-1.1e-05,0.0,0.0436,0.005,-0.005,0.0,0.0,,,0.0,83.17,0.15,-0.15,0.0,2.33,0.34,-0.34,0.0,Mass,1.43,0.03,-0.03,0.0,0.99,0.15,-0.15,0.0,0,0,0,0,18h42m44.94s,280.687263,+05d56m15.7s,5.937688,560.0,30.0,-30.0,0.0,666.35,24.68,-24.68,0.0,12.939,0.019,0.0,V (Johnson),12.841,,0.0,6440.0,120.0,-120.0,0.0,1.27,0.05,-0.05,0.0,1.37,0.03,-0.03,0.0,2014-05-14,CoRoT,38824873.82040616,False,False,False
76,CoRoT-13 b,3458.0,415719.52103999996 Earths,15.039,2010,Gas Giant,0.051 AU,CoRoT-12,b,corot-12 b,Transit,0,1,2.828042,1.3e-05,-1.3e-05,0.0,0.04016,0.00093,-0.00092,0.0,0.07,0.063,-0.042,0.0,85.48,0.72,-0.77,0.0,0.917,0.07,-0.065,0.0,Mass,1.44,0.13,-0.13,0.0,0.411,0.129,-0.094,0.0,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.0,85.0,-85.0,0.0,1161.12,57.69,-57.69,0.0,15.515,0.052,0.0,V (Johnson),15.345,,0.0,5675.0,80.0,-80.0,0.0,1.08,0.08,-0.07,0.0,1.12,0.1,-0.09,0.0,2014-05-14,CoRoT,54612939.40974112,False,False,False
77,CoRoT-14 b,4371.0,24154.956879999998 Earths,16.033,2010,Gas Giant,0.027 AU,CoRoT-13,b,corot-13 b,Transit,0,1,4.03519,3e-05,-3e-05,0.0,0.051,0.0031,-0.0031,0.0,0.0,,,0.0,88.02,0.34,-0.36,0.0,1.308,0.066,-0.066,0.0,Mass,0.885,0.014,-0.014,0.0,2.34,0.23,-0.23,0.0,0,0,0,0,06h50m53.07s,102.721137,-05d05m11.2s,-5.086445,1060.0,100.0,-100.0,0.0,1184.91,61.25,-61.25,0.0,15.039,0.041,0.0,V (Johnson),14.915,,0.0,5945.0,90.0,-90.0,0.0,1.09,0.02,-0.02,0.0,1.01,0.03,-0.03,0.0,2014-05-14,CoRoT,8401171.358719995,False,False,False
